   0          1	 275.000000
   1          2	 141.000000
   2          3	 141.000000
   3          4	 141.000000
   4          5	 141.000000
   5          6	 141.000000
   6          7	 141.000000
   7          8	 141.000000
   8          9	 261.000000
   9         10	 141.000000
  10         11	 141.000000
  11         12	 141.000000
  12         13	 141.000000
  13         14	 141.000000
  14         15	 141.000000
  15         16	 141.000000
  16         17	 261.000000
  17         18	 141.000000
  18         19	 141.000000
  19         20	 141.000000
  20         21	 141.000000
  21         22	 141.000000
  22         23	 141.000000
  23         24	 141.000000
  24         25	 261.000000
  25         26	 141.000000
  26         27	 141.000000
  27         28	 141.000000
  28         29	 141.000000
  29         30	 141.000000
  30         31	 141.000000
  31         32	 141.000000
  32         33	 141.000000
  33         34	 141.000000
  34         35	 141.000000
  35         36	 141.000000
  36         37	 141.000000
  37         38	 141.000000
  38         39	 141.000000
  39         40	 141.000000
  40         41	 141.000000
  41         42	 141.000000
  42         43	 141.000000
  43         44	 141.000000
  44         45	 141.000000
  45         46	 141.000000
  46         47	 141.000000
  47         48	 141.000000
  48         49	 141.000000
  49         50	 141.000000
  50         51	 141.000000
  51         52	 141.000000
  52         53	 141.000000
  53         54	 141.000000
  54         55	 141.000000
  55         56	 141.000000
  56         57	 141.000000
  57         58	 141.000000
  58         59	 141.000000
  59         60	 141.000000
  60         61	 141.000000
  61         62	 141.000000
  62         63	 141.000000
  63         64	 141.000000
  64         65	 141.000000
  65         66	 141.000000
  66         67	 141.000000
  67         68	 141.000000
  68         69	 141.000000
  69         70	 141.000000
  70         71	 141.000000
  71         72	 141.000000
  72         73	 141.000000
  73         74	 141.000000
  74         75	 141.000000
  75         76	 141.000000
  76         77	 141.000000
  77         78	 141.000000
  78         79	 141.000000
  79         80	 141.000000
  80         81	 141.000000
  81         82	 141.000000
  82         83	 141.000000
  83         84	 141.000000
  84         85	 141.000000
  85         86	 141.000000
  86         87	 141.000000
  87         88	 141.000000
  88         89	 141.000000
  89         90	 141.000000
  90         91	 141.000000
  91         92	 141.000000
  92         93	 141.000000
  93         94	 141.000000
  94         95	 141.000000
  95         96	 141.000000
  96         97	 141.000000
  97         98	 141.000000
  98         99	 141.000000
  99        100	 141.000000
 100        101	 141.000000
 101        102	 141.000000
 102        103	 141.000000
 103        104	 141.000000
 104        105	 141.000000
 105        106	 141.000000
 106        107	 141.000000
 107        108	 141.000000
 108        109	 141.000000
 109        110	 141.000000
 110        111	 141.000000
 111        112	 141.000000
 112        113	 141.000000
 113        114	 141.000000
 114        115	 141.000000
 115        116	 141.000000
 116        117	 141.000000
 117        118	 141.000000
 118        119	 141.000000
 119        120	 141.000000
 120        121	 141.000000
 121        122	 141.000000
 122        123	 141.000000
 123        124	 141.000000
 124        125	 141.000000
 125        126	 141.000000
 126        127	 141.000000
 127        128	 141.000000
